2026-06-15T17:47:59.538Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T04:02:23.014Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T04:02:23.014Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T04:02:24.759Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T04:02:24.761Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T04:02:24.761Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T06:38:21.975Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T06:38:21.983Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T06:38:21.984Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T06:38:49.528Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T06:38:49.535Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T06:38:49.535Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T06:41:13.302Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T06:41:13.310Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T06:41:13.310Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:06:32.294Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:06:32.302Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:06:32.303Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:06:42.119Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:06:42.125Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:06:42.126Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:06:43.559Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:06:43.568Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:06:43.568Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:07:15.754Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:07:15.762Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:07:15.763Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:07:16.840Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:07:16.850Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:07:16.850Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:07:17.935Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:07:17.937Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:07:17.937Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:08:37.408Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:08:37.412Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:08:37.412Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:08:43.868Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:08:43.870Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:08:43.870Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:10:40.152Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:10:40.158Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:10:40.158Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:10:41.177Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:10:41.180Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:10:41.180Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:10:55.445Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:10:55.448Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:10:55.448Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:11:32.414Z | uncaughtException | {"error":"write EPIPE","stack":"Error: write EPIPE\n    at afterWriteDispatched (node:internal/stream_base_commons:159:15)\n    at writeGeneric (node:internal/stream_base_commons:150:3)\n    at Socket._writeGeneric (node:net:967:11)\n    at Socket._write (node:net:979:8)\n    at writeOrBuffer (node:internal/streams/writable:572:12)\n    at _write (node:internal/streams/writable:501:10)\n    at Writable.write (node:internal/streams/writable:510:10)\n    at console.value (node:internal/console/constructor:303:16)\n    at console.error (node:internal/console/constructor:433:26)\n    at Commander.<anonymous> (/home/ddicgegd/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/utils/redis-connection.js:46:17)"} | write EPIPE | RESPONSE: null
2026-06-16T07:11:42.196Z | uncaughtException | {"error":"write EPIPE","stack":"Error: write EPIPE\n    at afterWriteDispatched (node:internal/stream_base_commons:159:15)\n    at writeGeneric (node:internal/stream_base_commons:150:3)\n    at Socket._writeGeneric (node:net:967:11)\n    at Socket._write (node:net:979:8)\n    at writeOrBuffer (node:internal/streams/writable:572:12)\n    at _write (node:internal/streams/writable:501:10)\n    at Writable.write (node:internal/streams/writable:510:10)\n    at console.value (node:internal/console/constructor:303:16)\n    at console.error (node:internal/console/constructor:433:26)\n    at Commander.<anonymous> (/home/ddicgegd/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/utils/redis-connection.js:46:17)"} | write EPIPE | RESPONSE: null
2026-06-16T07:11:43.679Z | uncaughtException | {"error":"write EPIPE","stack":"Error: write EPIPE\n    at afterWriteDispatched (node:internal/stream_base_commons:159:15)\n    at writeGeneric (node:internal/stream_base_commons:150:3)\n    at Socket._writeGeneric (node:net:967:11)\n    at Socket._write (node:net:979:8)\n    at writeOrBuffer (node:internal/streams/writable:572:12)\n    at _write (node:internal/streams/writable:501:10)\n    at Writable.write (node:internal/streams/writable:510:10)\n    at console.value (node:internal/console/constructor:303:16)\n    at console.error (node:internal/console/constructor:433:26)\n    at Commander.<anonymous> (/home/ddicgegd/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/utils/redis-connection.js:46:17)"} | write EPIPE | RESPONSE: null
2026-06-16T07:13:27.548Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:13:27.550Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:13:27.550Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:14:20.588Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:14:20.590Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:14:20.590Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:15:11.382Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:15:11.384Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:15:11.384Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:17:03.836Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:17:03.839Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:17:03.839Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:19:50.501Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:19:50.505Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:19:50.505Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T07:20:40.360Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T07:20:40.362Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T07:20:40.362Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:41:16.795Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:41:16.798Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:41:16.798Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:41:17.707Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:41:17.716Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:41:17.717Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:45:06.363Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:45:06.365Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:45:06.365Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:45:07.093Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:45:07.096Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:45:07.096Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:45:22.686Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:45:22.689Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:45:22.689Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:47:11.839Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:47:11.842Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:47:11.842Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:47:12.861Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:47:12.865Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:47:12.866Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:47:25.530Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:47:25.533Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:47:25.533Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:47:26.461Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:47:26.464Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:47:26.464Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:47:52.908Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:47:52.911Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:47:52.911Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
